scaled_features,Department_index,JobRole_index,Gender_index,OverTime_index,left_company
"[0.47619047619047616,0.09541864139020538,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.7619047619047619,0.959873617693523,0.6666666666666666,0.0,0.3333333333333333,0.2]",0,7,0,1,0
"[0.45238095238095233,0.16313849394418115,0.3333333333333333,0.0,0.3333333333333333,0.1]",0,4,1,0,0
"[0.5238095238095237,0.3889942074776198,0.0,0.0,0.3333333333333333,0.17500000000000002]",1,0,0,0,0
"[0.19047619047619047,0.0525539757767246,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,1,0,0
"[0.6666666666666666,0.9804107424960506,1.0,0.0,0.6666666666666666,0.05]",0,7,0,0,0
"[0.8571428571428571,0.509583991574513,0.6666666666666666,0.0,0.6666666666666666,0.225]",1,0,1,0,0
"[0.9047619047619047,0.10179041600842549,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,1,0,0
"[0.42857142857142855,0.41332280147446027,1.0,0.0,0.3333333333333333,0.35000000000000003]",0,3,1,0,0
"[0.8809523809523809,0.8292259083728278,0.0,0.0,1.0,0.225]",0,5,0,0,0
"[0.5952380952380952,0.5154818325434439,1.0,0.0,0.6666666666666666,0.025]",1,0,0,0,0
"[0.047619047619047616,0.06919431279620854,1.0,0.0,0.6666666666666666,0.05]",1,6,1,1,1
"[0.07142857142857142,0.02143233280674039,0.0,0.0,0.3333333333333333,0.025]",0,2,1,0,1
"[0.6666666666666666,0.18988941548183255,0.0,1.0,0.6666666666666666,0.4]",0,1,1,1,0
"[0.7857142857142857,0.0764612954186414,0.6666666666666666,0.0,1.0,0.25]",0,1,0,1,1
"[0.23809523809523808,0.4061611374407583,0.0,0.0,0.3333333333333333,0.25]",0,4,0,0,1
"[0.19047619047619047,0.1551342812006319,0.0,0.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.2857142857142857,0.4711953659820959,0.0,0.0,0.3333333333333333,0.15000000000000002]",0,3,0,0,0
"[0.5476190476190476,0.12464454976303319,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,1,1,0,0
"[0.47619047619047616,0.41147972617166934,0.6666666666666666,0.0,0.3333333333333333,0.47500000000000003]",0,4,1,0,0
"[0.5238095238095237,0.4904160084254871,1.0,1.0,0.6666666666666666,0.275]",0,4,0,0,0
"[0.21428571428571427,0.19020537124802528,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,2,0,0,0
"[0.8809523809523809,0.524855186940495,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",0,3,0,0,0
"[0.23809523809523808,0.13959978936282255,0.6666666666666666,0.0,1.0,0.2]",0,1,1,0,0
"[0.6190476190476191,0.49884149552396,0.0,0.0,0.6666666666666666,0.5]",2,8,0,0,1
"[0.3571428571428571,0.32174828857293314,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,4,0,0,0
"[0.40476190476190477,0.45144813059505007,0.0,1.0,0.6666666666666666,0.2]",1,0,0,1,1
"[0.3571428571428571,0.1842548709847288,0.6666666666666666,1.0,0.6666666666666666,0.325]",0,1,1,0,1
"[0.23809523809523808,0.0630858346498157,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,2,0,0,0
"[0.38095238095238093,0.3552922590837283,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,4,0,0,0
"[0.45238095238095233,0.29936808846761453,1.0,0.0,0.6666666666666666,0.025]",1,0,1,1,0
"[0.16666666666666666,0.14123222748815167,1.0,0.0,1.0,0.17500000000000002]",0,2,0,1,1
"[0.19047619047619047,0.07203791469194314,0.6666666666666666,1.0,0.3333333333333333,0.025]",0,2,0,0,1
"[0.3571428571428571,0.06866771985255397,0.3333333333333333,1.0,0.6666666666666666,0.05]",0,1,0,1,1
"[0.5714285714285714,0.8770932069510269,0.0,0.0,0.6666666666666666,0.55]",0,5,0,0,0
"[0.23809523809523808,0.08357030015797788,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,0,1
"[0.7619047619047619,0.19583991574512902,0.6666666666666666,0.0,0.6666666666666666,0.0]",1,0,0,1,1
"[0.3571428571428571,0.17340705634544498,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,0
"[0.38095238095238093,0.10373880989994734,1.0,0.0,0.6666666666666666,0.0]",0,1,0,0,0
"[0.7142857142857142,0.8360189573459716,1.0,1.0,0.3333333333333333,0.125]",0,5,0,0,0
"[0.6428571428571428,0.24139020537124803,0.6666666666666666,0.0,0.6666666666666666,0.375]",1,0,1,0,0
"[0.8095238095238095,0.49689310163243816,0.3333333333333333,0.0,0.6666666666666666,0.2]",0,4,0,0,0
"[0.47619047619047616,0.40710900473933653,0.6666666666666666,0.0,0.6666666666666666,0.2]",1,0,0,1,0
"[0.26190476190476186,0.07925223802001054,1.0,1.0,0.6666666666666666,0.17500000000000002]",0,1,1,0,0
"[0.23809523809523808,0.3499736703528173,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,3,1,0,0
"[0.6666666666666666,0.8665613480779358,0.6666666666666666,0.0,0.6666666666666666,0.30000000000000004]",1,5,0,0,0
"[0.47619047619047616,0.3339652448657188,0.3333333333333333,0.0,0.6666666666666666,0.025]",1,0,0,0,0
"[0.5952380952380952,0.516640337019484,0.0,0.0,0.6666666666666666,0.2]",0,3,1,0,0
"[0.5,0.5876777251184835,1.0,0.0,0.6666666666666666,0.45]",0,4,0,0,1
"[0.5238095238095237,0.9803580832016852,0.6666666666666666,0.0,1.0,0.5]",0,7,0,0,0
"[0.07142857142857142,0.05587151132174829,0.3333333333333333,0.0,1.0,0.05]",0,1,1,1,0
"[0.5,0.3040021063717746,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,2,0,0,0
"[0.42857142857142855,0.3565034228541338,1.0,1.0,0.6666666666666666,0.275]",0,3,0,0,0
"[0.30952380952380953,0.0938388625592417,1.0,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.23809523809523808,0.11542917324907846,0.3333333333333333,0.0,0.0,0.125]",0,1,0,0,0
"[0.40476190476190477,0.20847814639283835,1.0,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.738095238095238,0.6377567140600316,0.3333333333333333,0.0,0.6666666666666666,0.225]",1,0,0,0,0
"[0.38095238095238093,0.15924170616113745,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",0,3,0,0,0
"[0.26190476190476186,0.12016850974196946,0.3333333333333333,0.0,0.3333333333333333,0.17500000000000002]",0,1,1,0,0
"[0.5714285714285714,0.17182727751448132,1.0,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.26190476190476186,0.21311216429699842,1.0,0.0,0.3333333333333333,0.25]",0,3,0,1,0
"[0.47619047619047616,0.09662980516061086,0.6666666666666666,0.0,1.0,0.17500000000000002]",2,8,0,0,0
"[0.23809523809523808,0.08920484465508162,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,1,0,1,0
"[0.0,0.047130068457082674,0.6666666666666666,0.0,0.6666666666666666,0.0]",0,2,0,0,1
"[0.3571428571428571,0.37993680884676145,0.0,0.0,0.6666666666666666,0.125]",1,0,1,1,1
"[0.5476190476190476,0.19784096893101633,1.0,0.0,0.6666666666666666,0.025]",0,2,0,1,0
"[0.30952380952380953,0.08430753027909427,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,2,0,0,1
"[0.45238095238095233,0.2486571879936809,1.0,0.0,0.6666666666666666,0.15000000000000002]",0,4,1,0,0
"[0.21428571428571427,0.08056872037914692,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.38095238095238093,0.24776197998946814,0.6666666666666666,1.0,0.3333333333333333,0.15000000000000002]",1,0,1,0,0
"[0.40476190476190477,0.17451290152711954,0.6666666666666666,0.0,0.0,0.125]",2,8,0,0,0
"[0.26190476190476186,0.33317535545023697,0.0,0.0,0.0,0.275]",1,0,1,0,1
"[0.5238095238095237,0.6577145866245393,0.6666666666666666,0.0,0.3333333333333333,0.45]",0,7,1,0,0
"[0.5714285714285714,0.6713533438651922,0.0,0.0,0.3333333333333333,0.525]",1,0,0,1,1
"[0.5714285714285714,0.2183254344391785,0.0,0.0,1.0,0.15000000000000002]",1,0,0,0,0
"[0.40476190476190477,0.06577145866245393,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,2,0,0,0
"[0.14285714285714285,0.13628225381779885,0.3333333333333333,1.0,0.6666666666666666,0.1]",0,2,0,0,0
"[0.23809523809523808,0.079304897314376,1.0,0.0,0.3333333333333333,0.025]",0,2,1,1,1
"[0.19047619047619047,0.17962085308056872,1.0,1.0,0.6666666666666666,0.2]",0,2,0,0,0
"[0.2857142857142857,0.2932596103212217,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.5238095238095237,0.17972617166929963,1.0,0.0,0.0,0.025]",0,1,1,1,0
"[0.40476190476190477,0.48788836229594523,0.3333333333333333,0.0,1.0,0.17500000000000002]",0,3,0,0,0
"[0.38095238095238093,0.22822538177988416,0.0,1.0,0.6666666666666666,0.325]",0,4,0,0,0
"[0.40476190476190477,0.07198525539757768,1.0,0.0,1.0,0.05]",0,2,0,0,0
"[0.5952380952380952,0.22838335966298054,0.6666666666666666,0.0,0.3333333333333333,0.1]",1,0,1,0,1
"[0.3333333333333333,0.09573459715639811,0.0,0.0,0.6666666666666666,0.025]",1,6,1,0,0
"[0.9047619047619047,0.9970510795155345,0.0,0.0,0.6666666666666666,0.125]",0,5,1,0,0
"[0.26190476190476186,0.11174302264349659,1.0,0.0,0.6666666666666666,0.25]",0,2,1,0,0
"[0.023809523809523808,0.08125329120589785,0.0,1.0,0.6666666666666666,0.025]",0,1,0,0,0
"[0.6428571428571428,0.1826224328593997,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",0,1,1,1,0
"[0.45238095238095233,0.28778304370721436,1.0,0.0,0.3333333333333333,0.35000000000000003]",0,3,1,0,0
"[0.047619047619047616,0.10658241179568194,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,2,0,0,0
"[0.6190476190476191,0.10147446024223276,0.6666666666666666,0.0,0.6666666666666666,0.15000000000000002]",0,1,0,1,1
"[0.8333333333333333,0.9266456029489205,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,5,1,0,0
"[0.26190476190476186,0.06103212216956293,1.0,0.0,0.3333333333333333,0.125]",0,1,1,1,0
"[0.09523809523809523,0.09710373880989995,1.0,0.0,0.6666666666666666,0.0]",0,1,0,1,1
"[0.6666666666666666,0.8446024223275409,0.0,1.0,0.6666666666666666,0.65]",1,5,1,0,0
"[0.6190476190476191,0.0674565560821485,0.6666666666666666,0.0,0.6666666666666666,0.0]",0,1,0,0,0
"[0.3571428571428571,0.13644023170089523,0.6666666666666666,0.0,0.6666666666666666,0.125]",2,8,0,0,0
"[0.5476190476190476,0.05781990521327014,0.0,0.0,0.0,0.025]",0,1,0,0,1
"[0.2857142857142857,0.1635597682991048,0.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.5238095238095237,0.17472353870458138,0.3333333333333333,0.0,0.6666666666666666,0.0]",1,0,0,0,0
"[0.7619047619047619,0.8871511321748289,0.0,1.0,0.6666666666666666,0.05]",0,5,1,0,0
"[0.23809523809523808,0.1151658767772512,0.0,0.0,0.6666666666666666,0.15000000000000002]",0,2,0,0,0
"[0.6666666666666666,0.9516587677725119,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,7,0,0,0
"[0.40476190476190477,0.41901000526592946,0.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,1,0
"[0.14285714285714285,0.06324381253291206,0.3333333333333333,0.0,0.0,0.025]",0,2,1,0,1
"[0.3571428571428571,0.18588730911005794,0.6666666666666666,0.0,0.3333333333333333,0.25]",1,0,1,0,0
"[0.42857142857142855,0.09120589784096894,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,2,0,0,0
"[0.2857142857142857,0.13070036861506057,0.6666666666666666,0.0,0.3333333333333333,0.25]",0,2,0,0,0
"[0.6190476190476191,0.18599262769878885,1.0,1.0,0.6666666666666666,0.5]",0,1,0,0,0
"[0.047619047619047616,0.08788836229594524,1.0,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.6666666666666666,0.33543970510795157,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,3,0,0,0
"[0.5714285714285714,0.27714586624539234,0.0,0.0,1.0,0.1]",2,8,0,0,0
"[1.0,0.22174828857293313,1.0,0.0,0.6666666666666666,0.275]",1,0,0,1,0
"[0.3333333333333333,0.09131121642969985,0.3333333333333333,1.0,0.6666666666666666,0.05]",0,2,1,0,0
"[0.3333333333333333,0.210057925223802,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,1,1,1,0
"[0.42857142857142855,0.48672985781990524,0.0,1.0,0.6666666666666666,0.17500000000000002]",0,3,1,1,0
"[0.3571428571428571,0.09331226961558715,1.0,0.0,0.6666666666666666,0.35000000000000003]",0,1,0,0,0
"[0.5238095238095237,0.3076882569773565,0.3333333333333333,0.0,1.0,0.125]",1,0,1,0,0
"[0.16666666666666666,0.20753027909426014,1.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.2857142857142857,0.13533438651922064,0.3333333333333333,1.0,0.6666666666666666,0.275]",0,1,0,1,0
"[0.5714285714285714,0.641495523959979,0.0,0.0,0.6666666666666666,0.025]",0,7,1,1,0
"[0.40476190476190477,0.49331226961558716,1.0,0.0,0.3333333333333333,0.325]",1,0,1,1,0
"[0.21428571428571427,0.06456029489204845,0.0,0.0,0.3333333333333333,0.225]",0,1,0,1,0
"[0.8571428571428571,0.49989468141126914,0.6666666666666666,0.0,0.0,0.125]",0,3,1,0,0
"[0.6190476190476191,0.05276461295418641,1.0,0.0,0.6666666666666666,0.25]",0,1,1,0,0
"[0.023809523809523808,0.04476040021063718,0.3333333333333333,1.0,1.0,0.025]",0,1,1,1,1
"[0.26190476190476186,0.1448657187993681,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,1,1,0,0
"[0.8571428571428571,0.8830963665086888,1.0,0.0,0.6666666666666666,0.25]",0,7,0,0,0
"[0.30952380952380953,0.3066877303844129,0.0,0.0,0.3333333333333333,0.15000000000000002]",0,4,0,1,0
"[0.30952380952380953,0.3055818852027383,0.0,0.0,0.6666666666666666,0.25]",0,4,1,0,0
"[0.9761904761904762,0.2191679831490258,1.0,0.0,0.6666666666666666,0.15000000000000002]",1,0,1,0,0
"[0.5952380952380952,0.9863612427593471,1.0,0.0,0.6666666666666666,0.2]",0,7,0,0,0
"[0.738095238095238,0.9321748288572933,0.6666666666666666,0.0,1.0,0.025]",0,5,0,0,0
"[0.42857142857142855,0.14128488678251713,0.3333333333333333,0.0,0.3333333333333333,0.275]",0,1,0,0,0
"[0.7142857142857142,0.08162190626645603,0.3333333333333333,0.0,0.3333333333333333,0.025]",0,2,0,0,0
"[0.21428571428571427,0.0794102159031069,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,0,0,0
"[0.26190476190476186,0.2956292785676672,1.0,0.0,0.6666666666666666,0.15000000000000002]",0,4,0,1,0
"[0.7142857142857142,0.9086887835703003,1.0,0.0,1.0,0.025]",0,7,0,0,0
"[0.26190476190476186,0.79594523433386,1.0,0.0,0.3333333333333333,0.17500000000000002]",0,7,1,0,0
"[0.38095238095238093,0.08299104791995787,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,1,1,0,0
"[0.6190476190476191,0.9059505002632965,0.3333333333333333,0.0,0.6666666666666666,0.55]",1,5,0,0,0
"[0.3571428571428571,0.3881516587677725,0.6666666666666666,0.0,0.6666666666666666,0.225]",1,0,0,1,0
"[0.023809523809523808,0.10452869931542917,1.0,0.0,0.6666666666666666,0.025]",0,1,1,1,0
"[0.11904761904761904,0.011269088994207479,0.6666666666666666,1.0,0.6666666666666666,0.025]",0,1,0,0,0
"[0.16666666666666666,0.00573986308583465,1.0,0.0,0.6666666666666666,0.025]",1,6,0,1,1
"[0.19047619047619047,0.09826224328593998,1.0,1.0,0.3333333333333333,0.2]",0,1,0,1,0
"[0.6428571428571428,0.9381253291205899,0.3333333333333333,0.0,0.6666666666666666,0.6000000000000001]",1,5,1,1,1
"[0.8809523809523809,0.6618220115850448,0.3333333333333333,0.0,0.6666666666666666,0.8250000000000001]",0,4,0,1,0
"[0.07142857142857142,0.0850974196945761,0.6666666666666666,1.0,0.0,0.05]",0,2,1,0,1
"[0.6666666666666666,0.9362822538177988,0.3333333333333333,0.0,0.6666666666666666,0.275]",1,5,1,0,0
"[0.38095238095238093,0.18583464981569248,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,1,0
"[0.7857142857142857,0.9919957872564508,0.3333333333333333,1.0,0.3333333333333333,0.7250000000000001]",1,5,0,1,0
"[0.9761904761904762,0.5004212743549237,1.0,0.0,0.3333333333333333,0.225]",0,3,0,0,0
"[0.38095238095238093,0.18088467614533965,0.3333333333333333,0.0,1.0,0.275]",0,2,1,0,0
"[0.23809523809523808,0.060294892048446555,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,2,0,1,0
"[0.6190476190476191,0.9573986308583465,0.0,0.0,0.3333333333333333,0.625]",0,5,0,0,0
"[0.38095238095238093,0.1833070036861506,0.3333333333333333,0.0,1.0,0.25]",2,8,0,0,0
"[0.40476190476190477,0.1314902580305424,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,1,0,1,0
"[0.5714285714285714,0.07177461822011585,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,1,1,1,0
"[0.5952380952380952,0.4856240126382307,1.0,0.0,1.0,0.525]",1,0,1,0,0
"[0.42857142857142855,0.23175355450236967,0.3333333333333333,0.0,0.6666666666666666,0.4]",0,3,1,1,0
"[0.6190476190476191,0.3669826224328594,1.0,0.0,0.6666666666666666,0.25]",0,4,1,0,1
"[0.23809523809523808,0.15050026329647184,1.0,0.0,0.6666666666666666,0.05]",0,2,0,1,0
"[0.7857142857142857,0.09631384939441812,0.6666666666666666,0.0,0.3333333333333333,0.17500000000000002]",0,2,1,0,0
"[0.2857142857142857,0.194102159031069,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,3,1,1,0
"[0.26190476190476186,0.12269615587151132,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,2,1,1,1
"[0.23809523809523808,0.05639810426540284,0.0,0.0,0.3333333333333333,0.07500000000000001]",0,1,0,0,0
"[0.16666666666666666,0.057240652975250134,0.3333333333333333,0.0,0.3333333333333333,0.05]",0,1,1,0,0
"[0.3333333333333333,0.2738283307003686,1.0,0.0,1.0,0.25]",1,0,0,0,0
"[0.6428571428571428,0.8979462875197473,0.3333333333333333,1.0,0.6666666666666666,0.0]",0,5,1,0,0
"[0.5,0.84855186940495,0.3333333333333333,0.0,0.6666666666666666,0.47500000000000003]",0,5,1,1,0
"[0.9523809523809523,0.07177461822011585,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.3333333333333333,0.20400210637177463,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,2,0,0,1
"[0.5,0.1524486571879937,0.0,0.0,0.6666666666666666,0.125]",0,1,0,0,1
"[0.2857142857142857,0.190521327014218,1.0,0.0,0.6666666666666666,0.225]",0,2,1,0,0
"[0.42857142857142855,0.32043180621379674,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,4,1,0,0
"[0.6666666666666666,0.1271195365982096,0.0,0.0,1.0,0.17500000000000002]",2,8,1,0,0
"[0.23809523809523808,0.29831490258030546,1.0,0.0,0.6666666666666666,0.225]",0,2,1,0,0
"[0.7619047619047619,0.8357556608741443,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,7,1,1,0
"[0.5238095238095237,0.42575039494470773,0.3333333333333333,0.0,0.6666666666666666,0.125]",1,0,0,1,1
"[0.8095238095238095,0.3916271721958926,0.3333333333333333,0.0,0.3333333333333333,0.2]",1,0,0,1,1
"[0.2857142857142857,0.5743549236440232,0.0,1.0,0.6666666666666666,0.225]",0,5,1,1,0
"[0.5,0.18562401263823067,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,3,0,0,0
"[0.30952380952380953,0.46566614007372303,0.6666666666666666,0.0,0.3333333333333333,0.25]",1,0,1,1,0
"[0.5476190476190476,0.2707740916271722,0.3333333333333333,0.0,0.6666666666666666,0.47500000000000003]",1,0,0,0,0
"[0.30952380952380953,0.06808846761453397,0.3333333333333333,0.0,1.0,0.07500000000000001]",1,6,1,1,1
"[0.6190476190476191,0.0712480252764613,0.0,0.0,1.0,0.07500000000000001]",0,2,0,0,1
"[0.5714285714285714,0.8874144286466562,0.6666666666666666,0.0,0.3333333333333333,0.5]",0,5,0,1,0
"[0.8809523809523809,0.9572406529752502,0.6666666666666666,0.0,0.6666666666666666,0.47500000000000003]",0,5,1,0,0
"[0.9047619047619047,0.9851500789889416,0.3333333333333333,0.0,0.6666666666666666,0.17500000000000002]",2,5,0,0,0
"[0.5238095238095237,0.1334913112164297,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.38095238095238093,0.3944707740916272,1.0,0.0,0.3333333333333333,0.225]",0,4,0,0,0
"[0.5238095238095237,0.1923117430226435,1.0,0.0,0.6666666666666666,0.225]",0,1,0,0,0
"[0.5476190476190476,0.16292785676671934,0.0,0.0,0.6666666666666666,0.225]",1,0,1,0,0
"[0.40476190476190477,0.17061611374407584,0.6666666666666666,0.0,0.6666666666666666,0.225]",0,1,0,1,0
"[0.7857142857142857,0.6854660347551343,0.3333333333333333,0.0,0.6666666666666666,0.8250000000000001]",2,5,0,1,0
"[0.47619047619047616,0.3098472880463402,0.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,1,0,0
"[0.38095238095238093,0.26940494997367037,0.0,0.0,1.0,0.25]",1,0,1,0,0
"[0.16666666666666666,0.14007372301211166,1.0,0.0,0.3333333333333333,0.07500000000000001]",0,2,0,0,0
"[0.9523809523809523,0.4738809899947341,0.0,0.0,0.3333333333333333,0.25]",0,3,1,1,1
"[0.5238095238095237,0.07256450763559769,0.3333333333333333,1.0,0.6666666666666666,0.1]",0,2,0,0,0
"[0.42857142857142855,0.1911532385466035,0.0,0.0,0.3333333333333333,0.375]",1,0,1,0,0
"[0.7142857142857142,0.362769878883623,1.0,0.0,0.6666666666666666,0.25]",0,3,0,0,0
"[0.21428571428571427,0.08030542390731965,1.0,0.0,0.6666666666666666,0.025]",1,6,1,0,0
"[0.7857142857142857,0.6389152185360717,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,3,1,0,0
"[0.0,0.03170089520800421,1.0,0.0,1.0,0.0]",0,2,1,0,0
"[0.40476190476190477,0.22927856766719326,1.0,0.0,0.6666666666666666,0.225]",0,2,1,0,0
"[0.21428571428571427,0.21390205371248025,1.0,1.0,0.6666666666666666,0.15000000000000002]",1,0,0,0,0
"[0.8809523809523809,0.6680358083201685,0.6666666666666666,0.0,0.3333333333333333,0.47500000000000003]",1,0,0,1,1
"[0.9047619047619047,0.6526066350710901,0.3333333333333333,0.0,0.6666666666666666,0.47500000000000003]",0,3,0,1,0
"[0.38095238095238093,0.053712480252764615,0.6666666666666666,1.0,0.6666666666666666,0.125]",0,1,1,0,0
"[0.5238095238095237,0.28267509215376513,0.6666666666666666,1.0,0.6666666666666666,0.30000000000000004]",0,4,1,0,0
"[0.38095238095238093,0.23275408109531334,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,2,0,0,0
"[0.30952380952380953,0.09352290679304898,1.0,0.0,1.0,0.025]",1,6,1,0,1
"[0.40476190476190477,0.1898367561874671,0.6666666666666666,0.0,0.3333333333333333,0.1]",1,0,1,1,1
"[0.47619047619047616,0.08430753027909427,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.38095238095238093,0.29899947340705635,1.0,0.0,1.0,0.35000000000000003]",0,4,1,0,0
"[0.23809523809523808,0.1956292785676672,0.0,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.30952380952380953,0.27224855186940494,0.6666666666666666,0.0,0.3333333333333333,0.25]",0,3,0,1,1
"[0.5,0.2691416535018431,1.0,0.0,1.0,0.125]",1,0,0,1,0
"[0.7857142857142857,0.5048446550816219,0.3333333333333333,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.5476190476190476,0.23475513428120065,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,1,1,1,0
"[0.45238095238095233,0.10463401790416009,0.6666666666666666,0.0,0.6666666666666666,0.15000000000000002]",0,1,0,1,0
"[0.3571428571428571,0.4733543970510795,1.0,0.0,1.0,0.125]",1,0,0,0,0
"[0.3333333333333333,0.16161137440758294,0.3333333333333333,0.0,0.3333333333333333,0.07500000000000001]",1,0,0,1,0
"[0.5,0.5219062664560296,0.6666666666666666,1.0,0.6666666666666666,0.15000000000000002]",0,4,0,0,0
"[0.16666666666666666,0.2750394944707741,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",1,0,0,0,0
"[0.8095238095238095,0.6444444444444445,0.6666666666666666,0.0,0.3333333333333333,0.125]",0,3,1,1,0
"[0.5952380952380952,0.16176935229067932,0.6666666666666666,0.0,0.0,0.5]",0,1,1,1,0
"[0.21428571428571427,0.2506582411795682,1.0,0.0,0.6666666666666666,0.15000000000000002]",1,0,1,1,0
"[0.21428571428571427,0.07293312269615587,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,1,1,1,1
"[0.19047619047619047,0.1524486571879937,1.0,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.5714285714285714,0.8314902580305424,0.0,0.0,0.6666666666666666,0.5]",2,5,1,0,0
"[0.8095238095238095,0.10221169036334914,0.0,0.0,0.0,0.125]",0,2,1,0,0
"[0.45238095238095233,0.13796735123749343,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,2,1,0,0
"[0.40476190476190477,0.43986308583464984,1.0,0.0,0.6666666666666666,0.05]",0,3,0,0,0
"[0.16666666666666666,0.11690363349131122,1.0,0.0,0.3333333333333333,0.07500000000000001]",0,2,0,0,0
"[0.19047619047619047,0.13528172722485518,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,2,0,0,0
"[0.26190476190476186,0.367509215376514,0.0,0.0,0.3333333333333333,0.25]",2,8,0,0,0
"[0.738095238095238,0.17245918904686677,0.0,1.0,0.6666666666666666,0.1]",0,2,0,0,1
"[0.26190476190476186,0.34460242232754085,1.0,0.0,0.6666666666666666,0.2]",0,4,1,1,1
"[0.8571428571428571,0.8593470247498683,1.0,0.0,0.3333333333333333,0.5]",0,7,1,0,0
"[0.9523809523809523,0.9843075302790943,0.0,1.0,0.6666666666666666,0.225]",0,7,1,1,0
"[0.8809523809523809,0.7226434965771459,1.0,0.0,1.0,0.17500000000000002]",0,7,0,0,0
"[0.42857142857142855,0.43543970510795155,0.3333333333333333,0.0,0.6666666666666666,0.125]",1,0,1,1,0
"[0.30952380952380953,0.018430753027909426,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,6,1,0,1
"[0.2857142857142857,0.19852553975776727,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,0,1,0,0
"[0.30952380952380953,0.8116377040547657,0.3333333333333333,0.0,1.0,0.07500000000000001]",0,7,1,0,0
"[0.38095238095238093,0.10463401790416009,0.0,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.30952380952380953,0.013270142180094787,0.3333333333333333,0.0,1.0,0.025]",0,1,1,0,1
"[0.21428571428571427,0.057398630858346504,0.0,0.0,1.0,0.125]",0,2,0,0,0
"[0.42857142857142855,0.2528172722485519,1.0,0.0,0.3333333333333333,0.25]",0,2,0,0,0
